isin,securityid,newbsecode,oldbsecode,newnsecode,oldnsecode,newname,oldname,symbol,company_id,sector,change,oldisin,oldsecurityid,oldsymbol
INE573R01012,524324,SEYAIND,,SEYAIND,,Seya Industries,,SEYAIND,,,new,,,
INE591G01025,532541,COFORGE,,COFORGE,,Coforge,,COFORGE,,,new,,,
INE600F01018,531769,PFLINFOTC,,,,Pfl Infotech Ltd.,,PFLINFOTC,,,new,,,
INE612D01018,530035,SANTOSHF,,,,Santosh Fine Fab,,SANTOSHF,,,new,,,
INE615W01011,506580,PBGLOBAL,,,,PB Global,,PBGLOBAL,,,new,,,
INE632Q01018,213654,MRIL,,MRIL,,Mahendra Realtors & Infrastructure,,MRIL,,,new,,,
INE652V01016,544528,GANESHCP,,GANESHCP,,Ganesh Consumer Products,,GANESHCP,,,new,,,
INE662D01013,526431,WELTI,,,,Welterman International,,WELTI,,,new,,,
INE669A01022,509069,INFOMEDIA,,INFOMEDIA,,Infomedia Press,,INFOMEDIA,,,new,,,
INE669R01026,539533,ELITECON,,,,Elitecon International,,ELITECON,,,new,,,
INE711D01018,524516,BACPHAR,,,,Bacil Pharma,,BACPHAR,,,new,,,
INE714Q01014,539335,CHPLIND,,,,CHPL Industries,,CHPLIND,,,new,,,
INE718I01012,544480,JSWCEMENT,,JSWCEMENT,,JSW Cement,,JSWCEMENT,,,new,,,
INE756I01012,544429,HDBFS,,HDBFS,,HDB Financial Services,,HDBFS,,,new,,,
INE759C01027,511692,AJCON,,,,Ajcon Global Services,,AJCON,,,new,,,
INE772B01014,512604,HARIAEXPO,,,,Haria Exports,,HARIAEXPO,,,new,,,
INE819V01029,544466,CPPLUS,,CPPLUS,,Aditya Infotech,,CPPLUS,,,new,,,
INE820M01018,506122,VOLKAI,,,,Kairosoft AI Solutions,,VOLKAI,,,new,,,
INE833Q01012,544575,MITTALSTL,,,,Mittal Sections,,MITTALSTL,,,new,,,
INE848B01012,513687,SPECTRA,,,,Spectra Industries,,SPECTRA,,,new,,,
INE849L01019,539015,ORTEL,,ORTEL,,Ortel Communications,,ORTEL,,,new,,,
INE875S01019,526331,ADVMULT,,,,Advance Multitech,,ADVMULT,,,new,,,
INE898E01011,517320,MAGNUS,,,,Magnus Steel & Infra,,MAGNUS,,,new,,,
INE899M01020,534920,COVIDH,,,,COVIDH,,COVIDH,,,new,,,
INE905C01034,500178,HARCR,,,,Harig Crankshafts,,HARCR,,,new,,,
INE924N01024,539175,BLUEGOD,,,,Bluegod Entertainment,,BLUEGOD,,,new,,,
INE938A01021,532019,LCCINFOTEC,,LCCINFOTEC,,LCC Infotech,,LCCINFOTEC,,,new,,,
INE961E01017,509953,TRADWIN,,,,Trade Wings,,TRADWIN,,,new,,,
INE965W01036,544543,BMWVENTLTD,,BMWVENTLTD,,BMW Ventures,,BMWVENTLTD,,,new,,,
INE976I01016,544574,TATACAP,,TATACAP,,Tata Capital,,TATACAP,,,new,,,
INE982C01033,523387,TRITON,,,,Triton Corp.ltd.,,TRITON,,,new,,,
